,date,t1,pitcher,t2,batter,inning,result,pitch_type,mph,rpm,vbreak,up_down,hbreak,left_right,count,left_right_raw,result_raw,pitch_type_raw,fifax
0,2021-9-1,Cardinals,Wade Miley,Reds,Tommy Edman,1,Strike,Cutter,83.5,2205,36,↓,4,True,"(0, 0)",←,Called Strike,Cutter,0.6183295032046187
1,2021-9-1,Cardinals,Wade Miley,Reds,Tommy Edman,1,Contact,Changeup,82.1,1743,37,↓,12,False,"(0, 1)",→,"In play, out(s)",Changeup,0.5422823003512418
2,2021-9-1,Cardinals,Wade Miley,Reds,Paul Goldschmidt,1,Strike,Cutter,83.9,2212,35,↓,6,True,"(0, 0)",←,Called Strike,Cutter,0.5926114232525421
3,2021-9-1,Cardinals,Wade Miley,Reds,Paul Goldschmidt,1,Ball,Fastball,89.9,2068,21,↓,4,True,"(0, 1)",←,Ball,4-Seam Fastball,0.5878580437549807
4,2021-9-1,Cardinals,Wade Miley,Reds,Paul Goldschmidt,1,Contact,Changeup,82.3,1815,33,↓,12,False,"(1, 1)",→,"In play, run(s)",Changeup,0.5421305839890008
5,2021-9-1,Cardinals,Wade Miley,Reds,Tyler O'Neill,1,Strike,Cutter,85.8,2357,30,↓,4,True,"(0, 0)",←,Swinging Strike,Cutter,0.5884962107309499
6,2021-9-1,Cardinals,Wade Miley,Reds,Tyler O'Neill,1,Contact,Cutter,86.7,2293,30,↓,2,True,"(0, 1)",←,"In play, no out",Cutter,0.5700783342272725
7,2021-9-1,Cardinals,Wade Miley,Reds,Nolan Arenado,1,Strike,Cutter,86.6,2306,28,↓,5,True,"(0, 0)",←,Called Strike,Cutter,0.577289164808461
8,2021-9-1,Cardinals,Wade Miley,Reds,Nolan Arenado,1,,Fastball,90.3,2154,18,↓,1,False,"(0, 1)",→,Ball In Dirt,4-Seam Fastball,0.5880200745269075
9,2021-9-1,Cardinals,Wade Miley,Reds,Nolan Arenado,1,Ball,Cutter,85.1,2271,32,↓,5,True,"(1, 1)",←,Ball,Cutter,0.5964123128511725
10,2021-9-1,Cardinals,Wade Miley,Reds,Nolan Arenado,1,Foul,Cutter,86.1,2325,31,↓,5,True,"(2, 1)",←,Foul,Cutter,0.5756034391104944
11,2021-9-1,Cardinals,Wade Miley,Reds,Nolan Arenado,1,Foul,Fastball,89.0,2235,19,↓,1,True,"(2, 2)",←,Foul,4-Seam Fastball,0.5896551312175609
12,2021-9-1,Cardinals,Wade Miley,Reds,Nolan Arenado,1,Foul,Fastball,90.5,2249,22,↓,3,True,"(2, 2)",←,Foul,4-Seam Fastball,0.5848065240261404
13,2021-9-1,Cardinals,Wade Miley,Reds,Nolan Arenado,1,Foul,Slider,80.1,2286,40,↓,12,True,"(2, 2)",←,Foul,Slider,0.692986371982057
14,2021-9-1,Cardinals,Wade Miley,Reds,Nolan Arenado,1,Strike,Cutter,85.7,2311,37,↓,6,True,"(2, 2)",←,Swinging Strike,Cutter,0.5918961201635365
15,2021-9-1,Cardinals,Wade Miley,Reds,Dylan Carlson,1,Contact,Cutter,84.6,2205,30,↓,9,True,"(0, 0)",←,"In play, no out",Cutter,0.5743703440664393
16,2021-9-1,Cardinals,Wade Miley,Reds,Edmundo Sosa,1,Contact,Cutter,85.8,2230,34,↓,5,True,"(0, 0)",←,"In play, out(s)",Cutter,0.5788306511594544
17,2021-9-1,Cardinals,Miles Mikolas,Reds,Jonathan India,1,Ball,Slider,87.7,2327,31,↓,2,False,"(0, 0)",→,Ball,Slider,0.6622596173248961
18,2021-9-1,Cardinals,Miles Mikolas,Reds,Jonathan India,1,Ball,Slider,85.9,2433,37,↓,1,False,"(1, 0)",→,Ball,Slider,0.6591491405234728
19,2021-9-1,Cardinals,Miles Mikolas,Reds,Jonathan India,1,Ball,Fastball,92.6,2351,16,↓,8,True,"(2, 0)",←,Ball,4-Seam Fastball,0.6290440656286689
20,2021-9-1,Cardinals,Miles Mikolas,Reds,Jonathan India,1,Strike,Fastball,91.5,2333,21,↓,8,True,"(3, 0)",←,Called Strike,4-Seam Fastball,0.6034055342599319
21,2021-9-1,Cardinals,Miles Mikolas,Reds,Jonathan India,1,Strike,Fastball,92.8,2331,16,↓,8,True,"(3, 1)",←,Called Strike,4-Seam Fastball,0.6317546308819624
22,2021-9-1,Cardinals,Miles Mikolas,Reds,Jonathan India,1,Strike,Sinker,93.1,2268,18,↓,15,True,"(3, 2)",←,Called Strike,Sinker,0.5700495553727856
23,2021-9-1,Cardinals,Miles Mikolas,Reds,Tyler Naquin,1,Strike,Sinker,94.2,2294,18,↓,16,True,"(0, 0)",←,Called Strike,Sinker,0.5642935219345521
24,2021-9-1,Cardinals,Miles Mikolas,Reds,Tyler Naquin,1,Strike,Fastball,94.6,2332,13,↓,10,True,"(0, 1)",←,Swinging Strike,4-Seam Fastball,0.6705455769603501
25,2021-9-1,Cardinals,Miles Mikolas,Reds,Tyler Naquin,1,Ball,Fastball,94.6,2421,12,↓,9,True,"(0, 2)",←,Ball,4-Seam Fastball,0.6830906891341733
26,2021-9-1,Cardinals,Miles Mikolas,Reds,Tyler Naquin,1,Ball,Curveball,77.9,2681,65,↓,8,False,"(1, 2)",→,Ball,Curveball,0.6982434331549192
27,2021-9-1,Cardinals,Miles Mikolas,Reds,Tyler Naquin,1,Ball,Curveball,78.2,2708,65,↓,3,False,"(2, 2)",→,Ball,Curveball,0.692572352491759
28,2021-9-1,Cardinals,Miles Mikolas,Reds,Tyler Naquin,1,Foul,Slider,86.9,2318,33,↓,2,False,"(3, 2)",→,Foul,Slider,0.660362900860755
29,2021-9-1,Cardinals,Miles Mikolas,Reds,Tyler Naquin,1,Foul,Fastball,94.5,2256,14,↓,7,True,"(3, 2)",←,Foul,4-Seam Fastball,0.6265869652820073
30,2021-9-1,Cardinals,Miles Mikolas,Reds,Tyler Naquin,1,Foul,Fastball,93.8,2233,14,↓,4,True,"(3, 2)",←,Foul,4-Seam Fastball,0.626991113951443
31,2021-9-1,Cardinals,Miles Mikolas,Reds,Tyler Naquin,1,Contact,Slider,87.4,2291,29,↓,3,False,"(3, 2)",→,"In play, out(s)",Slider,0.6622185331574584
32,2021-9-1,Cardinals,Miles Mikolas,Reds,Nick Castellanos,1,Foul,Fastball,93.4,2215,15,↓,4,True,"(0, 0)",←,Foul,4-Seam Fastball,0.6244160227284496
33,2021-9-1,Cardinals,Miles Mikolas,Reds,Nick Castellanos,1,Ball,Slider,87.6,2304,30,↓,2,False,"(0, 1)",→,Ball,Slider,0.6619358996847815
34,2021-9-1,Cardinals,Miles Mikolas,Reds,Nick Castellanos,1,Strike,Sinker,93.0,2249,17,↓,14,True,"(1, 1)",←,Called Strike,Sinker,0.5908057860597706
35,2021-9-1,Cardinals,Miles Mikolas,Reds,Nick Castellanos,1,Ball,Slider,88.2,2443,31,↓,2,False,"(1, 2)",→,Ball,Slider,0.6624048416203976
36,2021-9-1,Cardinals,Miles Mikolas,Reds,Nick Castellanos,1,Foul,Curveball,77.5,2474,61,↓,7,False,"(2, 2)",→,Foul,Curveball,0.705370693507279
37,2021-9-1,Cardinals,Miles Mikolas,Reds,Nick Castellanos,1,Strike,Fastball,93.0,2183,15,↓,8,True,"(2, 2)",←,Swinging Strike,4-Seam Fastball,0.6272890239399775
38,2021-9-1,Cardinals,Wade Miley,Reds,Harrison Bader,2,Contact,Cutter,83.0,2165,33,↓,8,True,"(0, 0)",←,"In play, run(s)",Cutter,0.5679718867004901
39,2021-9-1,Cardinals,Wade Miley,Reds,Andrew Knizner,2,Contact,Cutter,84.4,2288,32,↓,4,True,"(0, 0)",←,"In play, no out",Cutter,0.6095806726558828
40,2021-9-1,Cardinals,Wade Miley,Reds,Miles Mikolas,2,Contact,Cutter,82.7,2128,33,↓,5,True,"(0, 0)",←,"In play, out(s)",Cutter,0.5959187599431627
41,2021-9-1,Cardinals,Wade Miley,Reds,Tommy Edman,2,Ball,Fastball,90.4,2220,19,↓,1,False,"(0, 0)",→,Ball,4-Seam Fastball,0.5882168662403835
42,2021-9-1,Cardinals,Wade Miley,Reds,Tommy Edman,2,Contact,Changeup,82.2,1761,34,↓,13,False,"(1, 0)",→,"In play, out(s)",Changeup,0.5451817332435153
43,2021-9-1,Cardinals,Wade Miley,Reds,Paul Goldschmidt,2,,Fastball,89.0,2263,16,↓,4,False,"(0, 0)",→,Ball In Dirt,4-Seam Fastball,0.6093373801189974
44,2021-9-1,Cardinals,Wade Miley,Reds,Paul Goldschmidt,2,Ball,Cutter,86.3,2323,30,↓,3,True,"(1, 0)",←,Ball,Cutter,0.5842215884605608
45,2021-9-1,Cardinals,Wade Miley,Reds,Paul Goldschmidt,2,Strike,Cutter,84.8,2257,31,↓,6,True,"(2, 0)",←,Called Strike,Cutter,0.5816752670404051
46,2021-9-1,Cardinals,Wade Miley,Reds,Paul Goldschmidt,2,Foul,Cutter,86.6,2256,31,↓,5,True,"(2, 1)",←,Foul,Cutter,0.576336836159265
47,2021-9-1,Cardinals,Wade Miley,Reds,Paul Goldschmidt,2,Ball,Fastball,90.4,2237,17,↓,1,False,"(2, 2)",→,Ball,4-Seam Fastball,0.5908414578306423
48,2021-9-1,Cardinals,Wade Miley,Reds,Paul Goldschmidt,2,Ball,Fastball,90.0,2285,18,↓,1,False,"(3, 2)",→,Ball,4-Seam Fastball,0.5867484699737388
49,2021-9-1,Cardinals,Wade Miley,Reds,Tyler O'Neill,2,Ball,Changeup,83.5,1770,31,↓,12,False,"(0, 0)",→,Ball,Changeup,0.5421218911428047
50,2021-9-1,Cardinals,Wade Miley,Reds,Tyler O'Neill,2,Strike,Changeup,82.9,1845,33,↓,14,False,"(1, 0)",→,Swinging Strike,Changeup,0.5409495371801828
51,2021-9-1,Cardinals,Wade Miley,Reds,Tyler O'Neill,2,Strike,Changeup,83.0,1812,35,↓,14,False,"(1, 1)",→,Swinging Strike,Changeup,0.5440714664822045
52,2021-9-1,Cardinals,Wade Miley,Reds,Tyler O'Neill,2,Ball,Changeup,81.6,1824,38,↓,14,False,"(1, 2)",→,Ball,Changeup,0.5403170080916757
53,2021-9-1,Cardinals,Wade Miley,Reds,Tyler O'Neill,2,Strike,Changeup,83.0,1787,40,↓,16,False,"(2, 2)",→,Swinging Strike,Changeup,0.5472436162812959
54,2021-9-1,Cardinals,Miles Mikolas,Reds,Joey Votto,2,Ball,Sinker,92.7,2218,20,↓,15,True,"(0, 0)",←,Ball,Sinker,0.5595421787912397
55,2021-9-1,Cardinals,Miles Mikolas,Reds,Joey Votto,2,Ball,Changeup,87.4,1697,24,↓,15,True,"(1, 0)",←,Ball,Changeup,0.5458135873895779
56,2021-9-1,Cardinals,Miles Mikolas,Reds,Joey Votto,2,Ball,Sinker,92.6,2248,17,↓,13,True,"(2, 0)",←,Ball,Sinker,0.5919175035302313
57,2021-9-1,Cardinals,Miles Mikolas,Reds,Joey Votto,2,Ball,Fastball,92.1,2261,15,↓,9,True,"(3, 0)",←,Ball,4-Seam Fastball,0.6311543478813054
58,2021-9-1,Cardinals,Miles Mikolas,Reds,Mike Moustakas,2,Ball,Slider,88.5,2476,28,↓,1,True,"(0, 0)",←,Ball,Slider,0.6667422224443416
59,2021-9-1,Cardinals,Miles Mikolas,Reds,Mike Moustakas,2,Strike,Fastball,93.5,2408,14,↓,7,True,"(1, 0)",←,Called Strike,4-Seam Fastball,0.6357106788744527
60,2021-9-1,Cardinals,Miles Mikolas,Reds,Mike Moustakas,2,Foul,Slider,89.4,2369,24,↓,3,False,"(1, 1)",→,Foul,Slider,0.6299064739149023
61,2021-9-1,Cardinals,Miles Mikolas,Reds,Mike Moustakas,2,Contact,Fastball,94.1,2266,14,↓,6,True,"(1, 2)",←,"In play, out(s)",4-Seam Fastball,0.629334701008852
62,2021-9-1,Cardinals,Miles Mikolas,Reds,Kyle Farmer,2,Strike,Slider,87.3,2378,32,↓,2,False,"(0, 0)",→,Called Strike,Slider,0.6617993151687267
63,2021-9-1,Cardinals,Miles Mikolas,Reds,Kyle Farmer,2,Foul,Slider,87.4,2493,30,↓,4,False,"(0, 1)",→,Foul,Slider,0.6635663047844009
64,2021-9-1,Cardinals,Miles Mikolas,Reds,Kyle Farmer,2,Contact,Curveball,77.5,2449,61,↓,5,False,"(0, 2)",→,"In play, no out",Curveball,0.6943013642026227
65,2021-9-1,Cardinals,Miles Mikolas,Reds,Tucker Barnhart,2,Contact,Curveball,75.3,2522,63,↓,8,False,"(0, 0)",→,"In play, run(s)",Curveball,0.7012873144138917
66,2021-9-1,Cardinals,Miles Mikolas,Reds,Max Schrock,2,Ball,Fastball,91.8,2225,17,↓,6,True,"(0, 0)",←,Ball,4-Seam Fastball,0.5926288698310573
67,2021-9-1,Cardinals,Miles Mikolas,Reds,Max Schrock,2,Contact,Slider,88.4,2327,25,↓,1,False,"(1, 0)",→,"In play, out(s)",Slider,0.6095235669123944
68,2021-9-1,Cardinals,Miles Mikolas,Reds,Wade Miley,2,Contact,Sinker,92.8,2271,19,↓,10,True,"(0, 0)",←,"In play, run(s)",Sinker,0.5636453994736287
69,2021-9-1,Cardinals,Miles Mikolas,Reds,Jonathan India,2,Strike,Curveball,76.2,2491,63,↓,5,False,"(0, 0)",→,Called Strike,Curveball,0.696099127229864
70,2021-9-1,Cardinals,Miles Mikolas,Reds,Jonathan India,2,Ball,Slider,87.7,2434,31,↓,2,False,"(0, 1)",→,Ball,Slider,0.6623681948858722
71,2021-9-1,Cardinals,Miles Mikolas,Reds,Jonathan India,2,Strike,Fastball,93.6,2373,17,↓,4,True,"(1, 1)",←,Swinging Strike,4-Seam Fastball,0.6040630368244297
72,2021-9-1,Cardinals,Miles Mikolas,Reds,Jonathan India,2,Ball,Fastball,93.5,2261,18,↓,9,True,"(1, 2)",←,Ball,4-Seam Fastball,0.5773788546189141
73,2021-9-1,Cardinals,Miles Mikolas,Reds,Jonathan India,2,Contact,Sinker,93.7,2231,20,↓,12,True,"(2, 2)",←,"In play, out(s)",Sinker,0.5556464058118483
74,2021-9-1,Cardinals,Wade Miley,Reds,Nolan Arenado,3,Contact,Changeup,82.7,1768,33,↓,15,False,"(0, 0)",→,"In play, no out",Changeup,0.5417410312021429
75,2021-9-1,Cardinals,Wade Miley,Reds,Dylan Carlson,3,Ball,Changeup,81.1,1643,41,↓,14,False,"(0, 0)",→,Ball,Changeup,0.5383097991154246
76,2021-9-1,Cardinals,Wade Miley,Reds,Dylan Carlson,3,Strike,Changeup,82.3,1734,33,↓,11,False,"(1, 0)",→,Called Strike,Changeup,0.5443076203250932
77,2021-9-1,Cardinals,Wade Miley,Reds,Dylan Carlson,3,,Changeup,82.7,1853,38,↓,14,False,"(1, 1)",→,Ball In Dirt,Changeup,0.5398369352075721
78,2021-9-1,Cardinals,Wade Miley,Reds,Dylan Carlson,3,Foul,Changeup,82.7,1777,39,↓,15,False,"(2, 1)",→,Foul,Changeup,0.5415439666660596
79,2021-9-1,Cardinals,Wade Miley,Reds,Dylan Carlson,3,Ball,Cutter,84.0,2313,36,↓,7,True,"(2, 2)",←,Ball,Cutter,0.6005203040105795
80,2021-9-1,Cardinals,Wade Miley,Reds,Dylan Carlson,3,Contact,Cutter,85.4,2313,34,↓,6,True,"(3, 2)",←,"In play, no out",Cutter,0.5810171486880299
81,2021-9-1,Cardinals,Wade Miley,Reds,Edmundo Sosa,3,Contact,Cutter,86.4,2212,30,↓,5,True,"(0, 0)",←,"In play, run(s)",Cutter,0.5727356886781636
82,2021-9-1,Cardinals,Wade Miley,Reds,Harrison Bader,3,Strike,Changeup,81.5,1779,35,↓,11,False,"(0, 0)",→,Called Strike,Changeup,0.5465986253022772
83,2021-9-1,Cardinals,Wade Miley,Reds,Harrison Bader,3,Ball,Fastball,90.6,2235,20,↓,0,False,"(0, 1)",,Ball,4-Seam Fastball,0.5849658352292858
84,2021-9-1,Cardinals,Wade Miley,Reds,Harrison Bader,3,Strike,Fastball,89.4,2175,20,↓,3,False,"(1, 1)",→,Called Strike,4-Seam Fastball,0.5897723914626227
85,2021-9-1,Cardinals,Wade Miley,Reds,Harrison Bader,3,Foul,Fastball,90.8,2324,17,↓,3,False,"(1, 2)",→,Foul,4-Seam Fastball,0.6038634821934159
86,2021-9-1,Cardinals,Wade Miley,Reds,Harrison Bader,3,Contact,Fastball,90.9,2296,19,↓,4,False,"(1, 2)",→,"In play, no out",4-Seam Fastball,0.5935488291094134
87,2021-9-1,Cardinals,Wade Miley,Reds,Andrew Knizner,3,Contact,Changeup,82.4,1702,34,↓,13,False,"(0, 0)",→,"In play, out(s)",Changeup,0.5450878550414984
88,2021-9-1,Cardinals,Miles Mikolas,Reds,Tyler Naquin,3,Strike,Sinker,94.0,2182,15,↓,15,True,"(0, 0)",←,Swinging Strike,Sinker,0.6165761819445271
89,2021-9-1,Cardinals,Miles Mikolas,Reds,Tyler Naquin,3,Foul,Fastball,95.0,2253,17,↓,6,True,"(0, 1)",←,Foul,4-Seam Fastball,0.5766684312729379
90,2021-9-1,Cardinals,Miles Mikolas,Reds,Tyler Naquin,3,Ball,Fastball,93.8,2320,15,↓,2,True,"(0, 2)",←,Ball,4-Seam Fastball,0.6349635644047239
91,2021-9-1,Cardinals,Miles Mikolas,Reds,Tyler Naquin,3,Contact,Fastball,93.7,2284,14,↓,5,True,"(1, 2)",←,"In play, out(s)",4-Seam Fastball,0.6295225124779719
92,2021-9-1,Cardinals,Miles Mikolas,Reds,Nick Castellanos,3,Strike,Changeup,88.4,1489,31,↓,15,True,"(0, 0)",←,Swinging Strike,Changeup,0.5453593455229738
93,2021-9-1,Cardinals,Miles Mikolas,Reds,Nick Castellanos,3,Contact,Curveball,76.2,2552,64,↓,8,False,"(0, 1)",→,"In play, no out",Curveball,0.7102578808161535
94,2021-9-1,Cardinals,Miles Mikolas,Reds,Joey Votto,3,Contact,Changeup,85.1,1546,31,↓,15,True,"(0, 0)",←,"In play, run(s)",Changeup,0.5478359306501094
95,2021-9-1,Cardinals,Miles Mikolas,Reds,Mike Moustakas,3,Ball,Fastball,93.7,2314,16,↓,8,True,"(0, 0)",←,Ball,4-Seam Fastball,0.6345000889404121
96,2021-9-1,Cardinals,Miles Mikolas,Reds,Mike Moustakas,3,Strike,Sinker,92.7,2182,21,↓,12,True,"(1, 0)",←,Called Strike,Sinker,0.552981478063104
97,2021-9-1,Cardinals,Miles Mikolas,Reds,Mike Moustakas,3,Foul,Slider,89.2,2381,26,↓,1,True,"(1, 1)",←,Foul,Slider,0.665624297042894
98,2021-9-1,Cardinals,Miles Mikolas,Reds,Mike Moustakas,3,Ball,Fastball,93.8,2229,18,↓,7,True,"(1, 2)",←,Ball,4-Seam Fastball,0.576456719801857
99,2021-9-1,Cardinals,Miles Mikolas,Reds,Mike Moustakas,3,Strike,Sinker,92.8,2216,21,↓,17,True,"(2, 2)",←,Called Strike,Sinker,0.5919539891334377
100,2021-9-1,Cardinals,Miles Mikolas,Reds,Kyle Farmer,3,Ball,Slider,87.6,2374,32,↓,4,False,"(0, 0)",→,Ball,Slider,0.6612661397592228
101,2021-9-1,Cardinals,Miles Mikolas,Reds,Kyle Farmer,3,Contact,Slider,88.1,2356,30,↓,3,False,"(1, 0)",→,"In play, out(s)",Slider,0.6635498115859869
102,2021-9-1,Cardinals,Wade Miley,Reds,Jose Rondon,4,Strike,Fastball,87.9,2117,19,↓,5,False,"(0, 0)",→,Called Strike,4-Seam Fastball,0.5935983811290368
103,2021-9-1,Cardinals,Wade Miley,Reds,Jose Rondon,4,Ball,Curveball,73.8,2421,62,↓,6,True,"(0, 1)",←,Ball,Curveball,0.698469653332087
104,2021-9-1,Cardinals,Wade Miley,Reds,Jose Rondon,4,Foul,Changeup,81.7,1753,34,↓,13,False,"(1, 1)",→,Foul,Changeup,0.5449050610409474
105,2021-9-1,Cardinals,Wade Miley,Reds,Jose Rondon,4,Ball,Changeup,81.9,1849,35,↓,13,False,"(1, 2)",→,Ball,Changeup,0.5434926856955961
106,2021-9-1,Cardinals,Wade Miley,Reds,Jose Rondon,4,Contact,Changeup,82.0,1785,32,↓,17,False,"(2, 2)",→,"In play, no out",Changeup,0.5478865073348648
107,2021-9-1,Cardinals,Wade Miley,Reds,Tommy Edman,4,Strike,Changeup,83.3,1841,29,↓,12,False,"(0, 0)",→,Called Strike,Changeup,0.5561686057194618
108,2021-9-1,Cardinals,Wade Miley,Reds,Tommy Edman,4,Strike,Changeup,83.4,1884,35,↓,13,False,"(0, 1)",→,Swinging Strike,Changeup,0.5425926860324641
109,2021-9-1,Cardinals,Wade Miley,Reds,Tommy Edman,4,Contact,Fastball,90.3,2195,17,↓,2,False,"(0, 2)",→,"In play, no out",4-Seam Fastball,0.5922567641742998
110,2021-9-1,Cardinals,Wade Miley,Reds,Paul Goldschmidt,4,Strike,Changeup,83.9,1824,36,↓,14,False,"(0, 0)",→,Called Strike,Changeup,0.5419344298976121
111,2021-9-1,Cardinals,Wade Miley,Reds,Paul Goldschmidt,4,Ball,Fastball,92.0,2168,16,↓,1,False,"(0, 1)",→,Ball,4-Seam Fastball,0.6089806457682897
112,2021-9-1,Cardinals,Wade Miley,Reds,Paul Goldschmidt,4,Strike,Fastball,90.8,2319,16,↓,2,False,"(1, 1)",→,Foul Tip,4-Seam Fastball,0.6239542024303276
113,2021-9-1,Cardinals,Wade Miley,Reds,Paul Goldschmidt,4,Ball,Fastball,92.2,2363,14,↓,1,False,"(1, 2)",→,Ball,4-Seam Fastball,0.6304790754334928
114,2021-9-1,Cardinals,Wade Miley,Reds,Paul Goldschmidt,4,Ball,Cutter,86.4,2346,30,↓,4,True,"(2, 2)",←,Ball,Cutter,0.5859690741846744
115,2021-9-1,Cardinals,Wade Miley,Reds,Paul Goldschmidt,4,Contact,Fastball,91.5,2249,14,↓,1,True,"(3, 2)",←,"In play, run(s)",4-Seam Fastball,0.6315409163043898
116,2021-9-1,Cardinals,Wade Miley,Reds,Tyler O'Neill,4,Contact,Fastball,89.5,2271,27,↓,1,True,"(0, 0)",←,"In play, no out",4-Seam Fastball,0.5727572680387283
117,2021-9-1,Cardinals,Wade Miley,Reds,Nolan Arenado,4,Ball,Cutter,83.9,2153,35,↓,6,True,"(0, 0)",←,Ball,Cutter,0.5804233883544098
118,2021-9-1,Cardinals,Wade Miley,Reds,Nolan Arenado,4,Contact,Fastball,90.5,2091,19,↓,6,False,"(1, 0)",→,"In play, out(s)",4-Seam Fastball,0.5886374825602617
119,2021-9-1,Cardinals,Wade Miley,Reds,Dylan Carlson,4,Ball,Fastball,89.8,2110,21,↓,5,False,"(0, 0)",→,Ball,4-Seam Fastball,0.5909505696699723
120,2021-9-1,Cardinals,Wade Miley,Reds,Dylan Carlson,4,Contact,Cutter,85.2,2237,33,↓,1,True,"(1, 0)",←,"In play, out(s)",Cutter,0.5884695488005118
121,2021-9-1,Cardinals,Genesis Cabrera,Reds,Tyler Stephenson,4,Ball,Fastball,98.7,2309,10,↓,5,False,"(0, 0)",→,Ball,4-Seam Fastball,0.699738005467495
122,2021-9-1,Cardinals,Genesis Cabrera,Reds,Tyler Stephenson,4,Strike,Sinker,98.3,2220,12,↓,11,False,"(1, 0)",→,Called Strike,Sinker,0.6927373139140771
123,2021-9-1,Cardinals,Genesis Cabrera,Reds,Tyler Stephenson,4,Strike,Sinker,98.5,2191,12,↓,11,False,"(1, 1)",→,Swinging Strike,Sinker,0.6894445994265647
124,2021-9-1,Cardinals,Genesis Cabrera,Reds,Tyler Stephenson,4,Foul,Fastball,99.1,2445,8,↓,8,False,"(1, 2)",→,Foul,4-Seam Fastball,0.7804002336966142
125,2021-9-1,Cardinals,Genesis Cabrera,Reds,Tyler Stephenson,4,Foul,Fastball,98.9,2305,11,↓,5,False,"(1, 2)",→,Foul,4-Seam Fastball,0.7025957622930743
126,2021-9-1,Cardinals,Genesis Cabrera,Reds,Tyler Stephenson,4,Contact,Curveball,82.9,2436,54,↓,8,True,"(1, 2)",←,"In play, no out",Curveball,0.6754034031409776
127,2021-9-1,Cardinals,Genesis Cabrera,Reds,Asdrubal Cabrera,4,Ball,Curveball,82.6,2544,55,↓,11,True,"(0, 0)",←,Ball,Curveball,0.6782733766690714
128,2021-9-1,Cardinals,Genesis Cabrera,Reds,Asdrubal Cabrera,4,Foul,Fastball,98.7,2250,9,↓,3,False,"(1, 0)",→,Foul,4-Seam Fastball,0.7051772138087545
129,2021-9-1,Cardinals,Genesis Cabrera,Reds,Asdrubal Cabrera,4,Foul,Sinker,98.2,2110,14,↓,10,False,"(1, 1)",→,Foul,Sinker,0.6321116716726388
130,2021-9-1,Cardinals,Genesis Cabrera,Reds,Asdrubal Cabrera,4,Foul,Sinker,98.0,2082,14,↓,11,False,"(1, 2)",→,Foul,Sinker,0.6253965359815229
131,2021-9-1,Cardinals,Genesis Cabrera,Reds,Asdrubal Cabrera,4,Strike,Fastball,99.0,2363,8,↓,6,False,"(1, 2)",→,Called Strike,4-Seam Fastball,0.7725745433657342
132,2021-9-1,Cardinals,Genesis Cabrera,Reds,Aristides Aquino,4,Contact,Changeup,92.9,1831,18,↓,14,False,"(0, 0)",→,"In play, no out",Changeup,0.5641873493525025
133,2021-9-1,Cardinals,Genesis Cabrera,Reds,Jonathan India,4,Ball,Sinker,99.5,2206,14,↓,11,False,"(0, 0)",→,Ball,Sinker,0.651892588065333
134,2021-9-1,Cardinals,Genesis Cabrera,Reds,Jonathan India,4,Foul,Changeup,92.6,1592,19,↓,11,False,"(1, 0)",→,Foul,Changeup,0.5708563322560729
135,2021-9-1,Cardinals,Genesis Cabrera,Reds,Jonathan India,4,Foul,Sinker,98.6,2040,14,↓,9,False,"(1, 1)",→,Foul,Sinker,0.6102407386355895
136,2021-9-1,Cardinals,Genesis Cabrera,Reds,Jonathan India,4,Contact,Fastball,99.3,2262,12,↓,4,False,"(1, 2)",→,"In play, out(s)",4-Seam Fastball,0.6422768584775302
137,2021-9-1,Cardinals,Genesis Cabrera,Reds,Alejo Lopez,4,Contact,Sinker,98.2,2193,15,↓,9,False,"(0, 0)",→,"In play, out(s)",Sinker,0.6064873327678136
138,2021-9-1,Cardinals,Lucas Sims,Reds,Edmundo Sosa,5,Strike,Slider,84.1,2917,41,↓,4,False,"(0, 0)",→,Called Strike,Slider,0.6672433462212238
139,2021-9-1,Cardinals,Lucas Sims,Reds,Edmundo Sosa,5,Strike,Slider,85.0,2992,39,↓,4,False,"(0, 1)",→,Swinging Strike,Slider,0.6824069708709224
140,2021-9-1,Cardinals,Lucas Sims,Reds,Edmundo Sosa,5,Ball,Slider,85.9,2972,41,↓,1,False,"(0, 2)",→,Ball,Slider,0.6857214990549397
141,2021-9-1,Cardinals,Lucas Sims,Reds,Edmundo Sosa,5,Foul,Slider,86.4,3054,36,↓,5,False,"(1, 2)",→,Foul,Slider,0.6887483798681072
142,2021-9-1,Cardinals,Lucas Sims,Reds,Edmundo Sosa,5,Strike,Fastball,96.3,2527,13,↓,8,True,"(1, 2)",←,Swinging Strike,4-Seam Fastball,0.6706514405433394
143,2021-9-1,Cardinals,Lucas Sims,Reds,Harrison Bader,5,Ball,Fastball,94.9,2606,13,↓,9,True,"(0, 0)",←,Ball,4-Seam Fastball,0.6769068553715533
144,2021-9-1,Cardinals,Lucas Sims,Reds,Harrison Bader,5,Strike,Slider,85.4,3038,38,↓,6,False,"(1, 0)",→,Called Strike,Slider,0.6922357188788553
145,2021-9-1,Cardinals,Lucas Sims,Reds,Harrison Bader,5,Contact,Slider,84.4,3108,39,↓,7,False,"(1, 1)",→,"In play, out(s)",Slider,0.6844717594559685
146,2021-9-1,Cardinals,Lucas Sims,Reds,Andrew Knizner,5,Strike,Slider,85.6,3122,40,↓,7,False,"(0, 0)",→,Called Strike,Slider,0.683882506598957
