,date,t1,pitcher,t2,batter,inning,result,pitch_type,mph,rpm,vbreak,up_down,hbreak,left_right,count,left_right_raw,result_raw,pitch_type_raw,fifax
3648,2021-9-1,Brewers,Tyler Rogers,Giants,Omar Narvaez,8,Contact,Slider,70.6,2098,44,↓,7,False,"(1, 0)",→,"In play, out(s)",Slider,0.5658024546002942
3649,2021-9-1,Brewers,Tyler Rogers,Giants,Luis Urias,8,Strike,Fastball,83.0,1784,59,↓,4,True,"(0, 0)",←,Called Strike,4-Seam Fastball,0.5448660185350246
3650,2021-9-1,Brewers,Tyler Rogers,Giants,Luis Urias,8,Ball,Slider,71.4,2072,41,↓,9,False,"(0, 1)",→,Ball,Slider,0.5527999249477538
3651,2021-9-1,Brewers,Tyler Rogers,Giants,Luis Urias,8,Strike,Fastball,82.8,1834,59,↓,5,True,"(1, 1)",←,Swinging Strike,4-Seam Fastball,0.559980227453163
3652,2021-9-1,Brewers,Tyler Rogers,Giants,Luis Urias,8,Ball,Slider,72.2,2223,43,↓,8,False,"(1, 2)",→,Ball,Slider,0.6308829408012783
3653,2021-9-1,Brewers,Tyler Rogers,Giants,Luis Urias,8,Ball,Fastball,81.9,1846,61,↓,4,True,"(2, 2)",←,Ball,4-Seam Fastball,0.5581964183531937
3654,2021-9-1,Brewers,Tyler Rogers,Giants,Luis Urias,8,Contact,Fastball,81.2,1785,60,↓,3,True,"(3, 2)",←,"In play, no out",4-Seam Fastball,0.5445150990768278
3655,2021-9-1,Brewers,Tyler Rogers,Giants,Rowdy Tellez,8,Foul,Slider,71.3,2301,43,↓,12,False,"(0, 0)",→,Foul,Slider,0.5638214597544622
3656,2021-9-1,Brewers,Tyler Rogers,Giants,Rowdy Tellez,8,Contact,Slider,71.5,2288,48,↓,12,False,"(0, 1)",→,"In play, out(s)",Slider,0.5201320957009042
3657,2021-9-1,Brewers,Jake Cousins,Giants,Buster Posey,8,Strike,Sinker,94.4,2263,16,↓,16,True,"(0, 0)",←,Called Strike,Sinker,0.6033748301730869
3658,2021-9-1,Brewers,Jake Cousins,Giants,Buster Posey,8,Strike,Sinker,93.9,2267,19,↓,15,True,"(0, 1)",←,Called Strike,Sinker,0.5563559487188986
3659,2021-9-1,Brewers,Jake Cousins,Giants,Buster Posey,8,Ball,Slider,84.7,2523,38,↓,2,False,"(0, 2)",→,Ball,Slider,0.659061728486051
3660,2021-9-1,Brewers,Jake Cousins,Giants,Buster Posey,8,Ball,Slider,84.4,2563,38,↓,4,False,"(1, 2)",→,Ball,Slider,0.6700653931189713
3661,2021-9-1,Brewers,Jake Cousins,Giants,Buster Posey,8,Strike,Sinker,94.9,2257,18,↓,14,True,"(2, 2)",←,Swinging Strike,Sinker,0.5584223642909069
3662,2021-9-1,Brewers,Jake Cousins,Giants,LaMonte Wade Jr.,8,Ball,Sinker,93.5,2148,24,↓,18,True,"(0, 0)",←,Ball,Sinker,0.59671952546178
3663,2021-9-1,Brewers,Jake Cousins,Giants,LaMonte Wade Jr.,8,Ball,Changeup,88.0,1789,33,↓,18,True,"(1, 0)",←,Ball,Changeup,0.5817945143039963
3664,2021-9-1,Brewers,Jake Cousins,Giants,LaMonte Wade Jr.,8,Foul,Sinker,94.3,2257,18,↓,14,True,"(2, 0)",←,Foul,Sinker,0.5583881891769039
3665,2021-9-1,Brewers,Jake Cousins,Giants,LaMonte Wade Jr.,8,Contact,Changeup,87.2,1870,36,↓,18,True,"(2, 1)",←,"In play, no out",Changeup,0.5806381416693764
3666,2021-9-1,Brewers,Jake Cousins,Giants,Brandon Crawford,8,Ball,Sinker,94.8,2177,16,↓,15,True,"(0, 0)",←,Ball,Sinker,0.5995755377264389
3667,2021-9-1,Brewers,Jake Cousins,Giants,Brandon Crawford,8,Strike,Slider,83.5,2432,37,↓,3,False,"(1, 0)",→,Called Strike,Slider,0.657725644900462
3668,2021-9-1,Brewers,Jake Cousins,Giants,Brandon Crawford,8,Foul,Sinker,95.2,2230,18,↓,16,True,"(1, 1)",←,Foul,Sinker,0.5645683795440481
3669,2021-9-1,Brewers,Jake Cousins,Giants,Brandon Crawford,8,Foul,Fastball,93.8,2108,17,↓,12,True,"(1, 2)",←,Foul,4-Seam Fastball,0.593801846020884
3670,2021-9-1,Brewers,Jake Cousins,Giants,Brandon Crawford,8,Ball,Sinker,94.3,2201,19,↓,16,True,"(1, 2)",←,Ball,Sinker,0.5607010854752484
3671,2021-9-1,Brewers,Jake Cousins,Giants,Brandon Crawford,8,Ball,Changeup,88.0,1849,34,↓,19,True,"(2, 2)",←,Ball,Changeup,0.5862823487003996
3672,2021-9-1,Brewers,Jake Cousins,Giants,Brandon Crawford,8,Ball,Slider,83.6,2552,37,↓,3,False,"(3, 2)",→,Ball,Slider,0.673847427334718
3673,2021-9-1,Brewers,Jake Cousins,Giants,Austin Slater,8,Strike,Slider,82.6,2518,43,↓,4,False,"(0, 0)",→,Swinging Strike,Slider,0.6585668757668117
3674,2021-9-1,Brewers,Jake Cousins,Giants,Austin Slater,8,Foul,Slider,83.7,2545,42,↓,4,False,"(0, 2)",→,Foul,Slider,0.6689152127195306
3675,2021-9-1,Brewers,Jake Cousins,Giants,Austin Slater,8,Strike,Slider,83.6,2452,42,↓,4,False,"(0, 2)",→,Swinging Strike,Slider,0.6566143647765195
3676,2021-9-1,Brewers,Jake Cousins,Giants,Thairo Estrada,8,Strike,Slider,83.0,2461,43,↓,5,False,"(0, 0)",→,Swinging Strike,Slider,0.6565513109632017
3677,2021-9-1,Brewers,Jake Cousins,Giants,Thairo Estrada,8,Ball,Slider,83.0,2493,41,↓,7,False,"(0, 1)",→,Ball,Slider,0.6677855625425361
3678,2021-9-1,Brewers,Jake Cousins,Giants,Thairo Estrada,8,Foul,Slider,83.8,2455,40,↓,4,False,"(1, 1)",→,Foul,Slider,0.656668280751834
3679,2021-9-1,Brewers,Jake Cousins,Giants,Thairo Estrada,8,Foul,Slider,83.6,2535,36,↓,5,False,"(1, 2)",→,Foul,Slider,0.658795681043218
3680,2021-9-1,Brewers,Jake Cousins,Giants,Thairo Estrada,8,Ball,Sinker,94.5,2154,16,↓,13,True,"(1, 2)",←,Ball,Sinker,0.5900920610217636
3681,2021-9-1,Brewers,Jake Cousins,Giants,Thairo Estrada,8,Ball,Slider,83.9,2542,38,↓,6,False,"(2, 2)",→,Ball,Slider,0.669008578869478
3682,2021-9-1,Brewers,Jake Cousins,Giants,Thairo Estrada,8,Foul,Slider,83.8,2508,35,↓,7,False,"(3, 2)",→,Foul,Slider,0.6739410910214534
3683,2021-9-1,Brewers,Jake Cousins,Giants,Thairo Estrada,8,Foul,Sinker,95.3,2083,18,↓,14,True,"(3, 2)",←,Foul,Sinker,0.5546101429136532
3684,2021-9-1,Brewers,Jake Cousins,Giants,Thairo Estrada,8,Foul,Sinker,95.0,2119,20,↓,16,True,"(3, 2)",←,Foul,Sinker,0.5580922915793018
3685,2021-9-1,Brewers,Jake Cousins,Giants,Thairo Estrada,8,Contact,Slider,83.9,2523,40,↓,3,False,"(3, 2)",→,"In play, out(s)",Slider,0.6579355422096611
3686,2021-9-1,Brewers,John Brebbia,Giants,Lorenzo Cain,9,Ball,Fastball,93.7,2288,12,↓,8,True,"(0, 0)",←,Ball,4-Seam Fastball,0.6700882923768572
3687,2021-9-1,Brewers,John Brebbia,Giants,Lorenzo Cain,9,Strike,Slider,85.1,2547,32,↓,8,False,"(1, 0)",→,Called Strike,Slider,0.7036017218039066
3688,2021-9-1,Brewers,John Brebbia,Giants,Lorenzo Cain,9,Ball,Slider,82.6,2557,39,↓,9,False,"(1, 1)",→,Ball,Slider,0.6881726187322506
3689,2021-9-1,Brewers,John Brebbia,Giants,Lorenzo Cain,9,Strike,Slider,85.1,2563,34,↓,8,False,"(2, 1)",→,Called Strike,Slider,0.7023603679877694
3690,2021-9-1,Brewers,John Brebbia,Giants,Lorenzo Cain,9,Foul,Fastball,96.1,2401,11,↓,10,True,"(2, 2)",←,Foul,4-Seam Fastball,0.6868887892082871
3691,2021-9-1,Brewers,John Brebbia,Giants,Lorenzo Cain,9,Contact,Slider,83.5,2512,40,↓,9,False,"(2, 2)",→,"In play, run(s)",Slider,0.6819770478808419
3692,2021-9-1,Brewers,John Brebbia,Giants,Kolten Wong,9,Strike,Fastball,92.8,2220,17,↓,11,True,"(0, 0)",←,Called Strike,4-Seam Fastball,0.597289983267382
3693,2021-9-1,Brewers,John Brebbia,Giants,Kolten Wong,9,Ball,Fastball,94.2,2235,17,↓,10,True,"(0, 1)",←,Ball,4-Seam Fastball,0.5868806207467365
3694,2021-9-1,Brewers,John Brebbia,Giants,Kolten Wong,9,Contact,Fastball,93.7,2232,16,↓,9,True,"(1, 1)",←,"In play, no out",4-Seam Fastball,0.6085629590532972
3695,2021-9-1,Brewers,John Brebbia,Giants,Jace Peterson,9,Strike,Slider,81.6,2547,38,↓,4,False,"(0, 0)",→,Called Strike,Slider,0.674598569328009
3696,2021-9-1,Brewers,John Brebbia,Giants,Jace Peterson,9,Contact,Fastball,93.5,2280,16,↓,10,True,"(0, 1)",←,"In play, no out",4-Seam Fastball,0.6179989285211506
3697,2021-9-1,Brewers,John Brebbia,Giants,Willy Adames,9,Foul,Slider,81.4,2615,40,↓,5,False,"(0, 0)",→,Foul,Slider,0.6659974885583967
3698,2021-9-1,Brewers,John Brebbia,Giants,Willy Adames,9,Contact,Fastball,93.3,2301,13,↓,8,True,"(0, 1)",←,"In play, run(s)",4-Seam Fastball,0.6663674902611598
3699,2021-9-1,Brewers,John Brebbia,Giants,Christian Yelich,9,Strike,Slider,80.2,2598,41,↓,8,False,"(0, 0)",→,Called Strike,Slider,0.6813266554906832
3700,2021-9-1,Brewers,John Brebbia,Giants,Christian Yelich,9,Foul,Slider,84.6,2534,33,↓,1,False,"(0, 1)",→,Foul,Slider,0.6618272802483428
3701,2021-9-1,Brewers,John Brebbia,Giants,Christian Yelich,9,Strike,Fastball,93.4,2280,15,↓,10,True,"(0, 2)",←,Swinging Strike,4-Seam Fastball,0.6437046407175232
3702,2021-9-1,Brewers,John Brebbia,Giants,Avisail Garcia,9,Strike,Fastball,93.7,2354,14,↓,10,True,"(0, 0)",←,Swinging Strike,4-Seam Fastball,0.6455733525625539
3703,2021-9-1,Brewers,John Brebbia,Giants,Avisail Garcia,9,Foul,Slider,82.4,2655,41,↓,8,False,"(0, 1)",→,Foul,Slider,0.6811290957677942
3704,2021-9-1,Brewers,John Brebbia,Giants,Avisail Garcia,9,Strike,Fastball,94.5,2322,14,↓,11,True,"(0, 2)",←,Swinging Strike,4-Seam Fastball,0.6561705982686998
3705,2021-9-1,Brewers,John Brebbia,Giants,Luis Urias,9,Strike,Slider,83.7,2533,37,↓,6,False,"(1, 0)",→,Called Strike,Slider,0.6675004826339114
3706,2021-9-1,Brewers,John Brebbia,Giants,Luis Urias,9,,Slider,83.1,2482,35,↓,6,False,"(2, 1)",→,Ball In Dirt,Slider,0.6708724011363149
3707,2021-9-1,Brewers,John Brebbia,Giants,Luis Urias,9,Contact,Fastball,93.3,2263,15,↓,10,True,"(3, 1)",←,"In play, out(s)",4-Seam Fastball,0.643373221472811
3708,2021-9-1,Brewers,Josh Hader,Giants,Curt Casali,9,Strike,Slider,86.3,2572,34,↓,1,False,"(0, 0)",→,Called Strike,Slider,0.673779649776954
3709,2021-9-1,Brewers,Josh Hader,Giants,Curt Casali,9,Strike,Changeup,88.5,1601,28,↓,15,False,"(0, 1)",→,Swinging Strike,Changeup,0.5441227531989208
3710,2021-9-1,Brewers,Josh Hader,Giants,Curt Casali,9,Strike,Fastball,97.5,1020,11,↓,9,False,"(1, 2)",→,Swinging Strike,4-Seam Fastball,0.7097126027100303
3711,2021-9-1,Brewers,Josh Hader,Giants,Darin Ruf,9,Ball,Fastball,98.0,2293,9,↓,7,False,"(1, 0)",→,Ball,4-Seam Fastball,0.7342719642586395
3712,2021-9-1,Brewers,Josh Hader,Giants,Kris Bryant,9,Strike,Changeup,90.2,1594,30,↓,17,False,"(0, 2)",→,Swinging Strike,Changeup,0.5851165895612767
3713,2021-9-1,Braves,Max Scherzer,Dodgers,Joc Pederson,1,Foul,Fastball,94.3,2326,15,↓,13,True,"(0, 0)",←,Foul,4-Seam Fastball,0.66984992117687
3714,2021-9-1,Braves,Max Scherzer,Dodgers,Joc Pederson,1,Foul,Curveball,77.3,2705,55,↓,10,False,"(0, 1)",→,Foul,Curveball,0.7018186695708984
3715,2021-9-1,Braves,Max Scherzer,Dodgers,Joc Pederson,1,Strike,Cutter,92.2,2477,23,↓,2,True,"(0, 2)",←,Swinging Strike,Cutter,0.5962653099503368
3716,2021-9-1,Braves,Max Scherzer,Dodgers,Dansby Swanson,1,Ball,Fastball,94.1,2365,15,↓,11,True,"(0, 0)",←,Ball,4-Seam Fastball,0.647975745974115
3717,2021-9-1,Braves,Max Scherzer,Dodgers,Dansby Swanson,1,Strike,Slider,86.3,2149,32,↓,1,False,"(1, 0)",→,Swinging Strike,Slider,0.6505951314754743
3718,2021-9-1,Braves,Max Scherzer,Dodgers,Dansby Swanson,1,Contact,Fastball,95.1,2471,15,↓,12,True,"(1, 1)",←,"In play, out(s)",4-Seam Fastball,0.6552382720969955
3719,2021-9-1,Braves,Max Scherzer,Dodgers,Freddie Freeman,1,Ball,Fastball,94.9,2372,16,↓,13,True,"(0, 0)",←,Ball,4-Seam Fastball,0.6528176119931463
3720,2021-9-1,Braves,Max Scherzer,Dodgers,Freddie Freeman,1,Ball,Cutter,92.1,2471,25,↓,7,True,"(1, 0)",←,Ball,Cutter,0.5966748409973497
3721,2021-9-1,Braves,Max Scherzer,Dodgers,Freddie Freeman,1,Contact,Cutter,91.7,2443,22,↓,6,True,"(2, 0)",←,"In play, no out",Cutter,0.5748983420627078
3722,2021-9-1,Braves,Max Scherzer,Dodgers,Austin Riley,1,Contact,Slider,86.2,2199,30,↓,2,False,"(0, 0)",→,"In play, out(s)",Slider,0.6554588294825405
3723,2021-9-1,Braves,Max Fried,Dodgers,Trea Turner,1,Foul,Fastball,94.8,2031,17,↓,2,False,"(0, 0)",→,Foul,4-Seam Fastball,0.5687810858619677
3724,2021-9-1,Braves,Max Fried,Dodgers,Trea Turner,1,Ball,Fastball,94.6,2088,17,↓,6,False,"(0, 1)",→,Ball,4-Seam Fastball,0.571798846266232
3725,2021-9-1,Braves,Max Fried,Dodgers,Trea Turner,1,Ball,Slider,87.2,2382,34,↓,6,True,"(1, 1)",←,Ball,Slider,0.6746141678999548
3726,2021-9-1,Braves,Max Fried,Dodgers,Trea Turner,1,Contact,Slider,86.2,2363,33,↓,2,True,"(2, 1)",←,"In play, out(s)",Slider,0.6653063569072312
3727,2021-9-1,Braves,Max Fried,Dodgers,Max Muncy,1,Ball,Fastball,95.0,2179,16,↓,1,False,"(0, 0)",→,Ball,4-Seam Fastball,0.5919654019717513
3728,2021-9-1,Braves,Max Fried,Dodgers,Max Muncy,1,Ball,Curveball,73.6,2649,65,↓,7,True,"(1, 0)",←,Ball,Curveball,0.7068367653260254
3729,2021-9-1,Braves,Max Fried,Dodgers,Max Muncy,1,Foul,Fastball,94.8,2123,22,↓,1,True,"(2, 0)",←,Foul,4-Seam Fastball,0.5647937986749272
3730,2021-9-1,Braves,Max Fried,Dodgers,Max Muncy,1,Contact,Sinker,94.0,1998,16,↓,8,False,"(2, 1)",→,"In play, run(s)",Sinker,0.5779952624950743
3731,2021-9-1,Braves,Max Fried,Dodgers,Mookie Betts,1,Strike,Curveball,72.4,2587,67,↓,7,True,"(0, 0)",←,Called Strike,Curveball,0.711138783007087
3732,2021-9-1,Braves,Max Fried,Dodgers,Mookie Betts,1,Ball,Curveball,76.4,2602,64,↓,5,True,"(0, 1)",←,Ball,Curveball,0.6996384560084765
3733,2021-9-1,Braves,Max Fried,Dodgers,Mookie Betts,1,Foul,Slider,84.1,2409,39,↓,10,True,"(1, 1)",←,Foul,Slider,0.6868451595058328
3734,2021-9-1,Braves,Max Fried,Dodgers,Mookie Betts,1,Ball,Curveball,76.5,2696,60,↓,8,True,"(1, 2)",←,Ball,Curveball,0.7080544037750607
3735,2021-9-1,Braves,Max Fried,Dodgers,Mookie Betts,1,Strike,Slider,86.9,2343,32,↓,7,True,"(2, 2)",←,Swinging Strike,Slider,0.679583329686682
3736,2021-9-1,Braves,Max Fried,Dodgers,Justin Turner,1,Foul,Fastball,95.0,2142,17,↓,0,False,"(0, 0)",,Foul,4-Seam Fastball,0.5655594162326446
3737,2021-9-1,Braves,Max Fried,Dodgers,Justin Turner,1,Ball,Fastball,94.7,2144,22,↓,1,True,"(0, 1)",←,Ball,4-Seam Fastball,0.5637476604415068
3738,2021-9-1,Braves,Max Fried,Dodgers,Justin Turner,1,Ball,Curveball,74.3,2637,64,↓,8,True,"(1, 1)",←,Ball,Curveball,0.7000623098569867
3739,2021-9-1,Braves,Max Fried,Dodgers,Justin Turner,1,Foul,Curveball,73.5,2632,65,↓,5,True,"(2, 1)",←,Foul,Curveball,0.7005476685673425
3740,2021-9-1,Braves,Max Fried,Dodgers,Justin Turner,1,Contact,Fastball,94.9,2246,19,↓,0,False,"(2, 2)",,"In play, out(s)",4-Seam Fastball,0.5670904835403346
3741,2021-9-1,Braves,Max Scherzer,Dodgers,Travis d'Arnaud,2,Strike,Fastball,93.5,2272,16,↓,11,True,"(0, 0)",←,Called Strike,4-Seam Fastball,0.6221898511579068
3742,2021-9-1,Braves,Max Scherzer,Dodgers,Travis d'Arnaud,2,Strike,Fastball,93.9,2268,15,↓,11,True,"(0, 1)",←,Called Strike,4-Seam Fastball,0.6467460124756873
3743,2021-9-1,Braves,Max Scherzer,Dodgers,Travis d'Arnaud,2,Ball,Slider,86.0,2088,31,↓,0,False,"(0, 2)",,Ball,Slider,0.6450211975201653
3744,2021-9-1,Braves,Max Scherzer,Dodgers,Travis d'Arnaud,2,Ball,Slider,84.9,2218,34,↓,3,False,"(1, 2)",→,Ball,Slider,0.6566803170863574
3745,2021-9-1,Braves,Max Scherzer,Dodgers,Travis d'Arnaud,2,Foul,Fastball,94.6,2305,17,↓,13,True,"(2, 2)",←,Foul,4-Seam Fastball,0.6396276051809472
3746,2021-9-1,Braves,Max Scherzer,Dodgers,Travis d'Arnaud,2,Ball,Slider,87.0,2259,30,↓,1,False,"(2, 2)",→,Ball,Slider,0.66131953548489
3747,2021-9-1,Braves,Max Scherzer,Dodgers,Travis d'Arnaud,2,Strike,Slider,86.4,2338,32,↓,2,False,"(3, 2)",→,Swinging Strike,Slider,0.6604260074760248
3748,2021-9-1,Braves,Max Scherzer,Dodgers,Eddie Rosario,2,Contact,Fastball,93.8,2255,15,↓,13,True,"(0, 0)",←,"In play, out(s)",4-Seam Fastball,0.6550448355912334
3749,2021-9-1,Braves,Max Scherzer,Dodgers,Adam Duvall,2,Strike,Fastball,94.1,2233,16,↓,12,True,"(0, 0)",←,Called Strike,4-Seam Fastball,0.6240836313179635
3750,2021-9-1,Braves,Max Scherzer,Dodgers,Adam Duvall,2,Ball,Fastball,94.9,2368,13,↓,9,True,"(0, 1)",←,Ball,4-Seam Fastball,0.6658562347034627
3751,2021-9-1,Braves,Max Scherzer,Dodgers,Adam Duvall,2,Strike,Fastball,95.6,2391,15,↓,12,True,"(1, 1)",←,Swinging Strike,4-Seam Fastball,0.652786719244161
3752,2021-9-1,Braves,Max Scherzer,Dodgers,Adam Duvall,2,Strike,Changeup,85.2,1432,34,↓,15,True,"(1, 2)",←,Called Strike,Changeup,0.5488331649146376
3753,2021-9-1,Braves,Max Fried,Dodgers,Corey Seager,2,Foul,Slider,85.2,2335,36,↓,7,True,"(0, 0)",←,Foul,Slider,0.6762074342605204
3754,2021-9-1,Braves,Max Fried,Dodgers,Corey Seager,2,Ball,Slider,82.2,2246,42,↓,10,True,"(0, 1)",←,Ball,Slider,0.6746933375700255
3755,2021-9-1,Braves,Max Fried,Dodgers,Corey Seager,2,Ball,Fastball,92.7,2163,18,↓,0,False,"(1, 1)",,Ball,4-Seam Fastball,0.5825918301655348
3756,2021-9-1,Braves,Max Fried,Dodgers,Corey Seager,2,Ball,Sinker,93.8,1888,21,↓,8,False,"(2, 1)",→,Ball,Sinker,0.5451343642868247
3757,2021-9-1,Braves,Max Fried,Dodgers,Corey Seager,2,Contact,Fastball,94.6,2128,21,↓,1,False,"(3, 1)",→,"In play, out(s)",4-Seam Fastball,0.5663639271047964
3758,2021-9-1,Braves,Max Fried,Dodgers,AJ Pollock,2,Ball,Fastball,95.0,2044,16,↓,4,True,"(0, 0)",←,Ball,4-Seam Fastball,0.59215060791245
3759,2021-9-1,Braves,Max Fried,Dodgers,AJ Pollock,2,Strike,Curveball,71.5,2550,70,↓,8,True,"(1, 0)",←,Called Strike,Curveball,0.7058669924740418
3760,2021-9-1,Braves,Max Fried,Dodgers,AJ Pollock,2,Strike,Curveball,73.7,2559,67,↓,6,True,"(1, 1)",←,Swinging Strike,Curveball,0.708490238896948
3761,2021-9-1,Braves,Max Fried,Dodgers,AJ Pollock,2,Ball,Curveball,75.1,2737,63,↓,5,True,"(1, 2)",←,Ball,Curveball,0.6932469625498644
3762,2021-9-1,Braves,Max Fried,Dodgers,AJ Pollock,2,Foul,Fastball,95.1,2129,16,↓,1,False,"(2, 2)",→,Foul,4-Seam Fastball,0.5904258673104729
3763,2021-9-1,Braves,Max Fried,Dodgers,AJ Pollock,2,Contact,Curveball,75.0,2629,63,↓,8,True,"(2, 2)",←,"In play, out(s)",Curveball,0.7009223878105187
3764,2021-9-1,Braves,Max Fried,Dodgers,Chris Taylor,2,Ball,Fastball,94.3,2111,16,↓,1,False,"(0, 0)",→,Ball,4-Seam Fastball,0.6010849529413371
3765,2021-9-1,Braves,Max Fried,Dodgers,Chris Taylor,2,Strike,Slider,85.8,2209,37,↓,5,True,"(1, 0)",←,Swinging Strike,Slider,0.6557297967773086
3766,2021-9-1,Braves,Max Fried,Dodgers,Chris Taylor,2,Strike,Curveball,73.4,2581,66,↓,7,True,"(1, 1)",←,Swinging Strike,Curveball,0.7099705307984809
3767,2021-9-1,Braves,Max Fried,Dodgers,Chris Taylor,2,Ball,Curveball,75.4,2652,62,↓,5,True,"(1, 2)",←,Ball,Curveball,0.6938161772107337
3768,2021-9-1,Braves,Max Fried,Dodgers,Chris Taylor,2,Strike,Fastball,94.7,2137,22,↓,2,True,"(2, 2)",←,Swinging Strike,4-Seam Fastball,0.565301426030312
3769,2021-9-1,Braves,Max Scherzer,Dodgers,Ehire Adrianza,3,Contact,Fastball,92.4,2357,17,↓,14,True,"(0, 0)",←,"In play, out(s)",4-Seam Fastball,0.6395285579628437
3770,2021-9-1,Braves,Max Scherzer,Dodgers,Max Fried,3,Ball,Fastball,91.0,2309,19,↓,15,True,"(0, 0)",←,Ball,4-Seam Fastball,0.6321870534675661
3771,2021-9-1,Braves,Max Scherzer,Dodgers,Max Fried,3,Strike,Fastball,93.3,2482,13,↓,13,True,"(1, 0)",←,Called Strike,4-Seam Fastball,0.6860919789335453
3772,2021-9-1,Braves,Max Scherzer,Dodgers,Max Fried,3,Ball,Curveball,78.1,2618,51,↓,8,False,"(1, 1)",→,Ball,Curveball,0.679016441493306
3773,2021-9-1,Braves,Max Scherzer,Dodgers,Max Fried,3,Strike,Fastball,94.0,2351,13,↓,13,True,"(2, 1)",←,Swinging Strike,4-Seam Fastball,0.677170391837326
3774,2021-9-1,Braves,Max Scherzer,Dodgers,Max Fried,3,Contact,Changeup,83.7,1355,34,↓,18,True,"(2, 2)",←,"In play, out(s)",Changeup,0.5563426363957343
3775,2021-9-1,Braves,Max Scherzer,Dodgers,Joc Pederson,3,Strike,Curveball,77.4,2545,57,↓,13,False,"(0, 0)",→,Called Strike,Curveball,0.7047955355383945
3776,2021-9-1,Braves,Max Scherzer,Dodgers,Joc Pederson,3,Ball,Cutter,91.0,2409,20,↓,4,True,"(0, 1)",←,Ball,Cutter,0.5717804519303032
3777,2021-9-1,Braves,Max Scherzer,Dodgers,Joc Pederson,3,Strike,Fastball,94.7,2519,13,↓,12,True,"(1, 1)",←,Swinging Strike,4-Seam Fastball,0.6790008755802688
3778,2021-9-1,Braves,Max Scherzer,Dodgers,Joc Pederson,3,Strike,Changeup,84.2,1379,33,↓,17,True,"(1, 2)",←,Swinging Strike,Changeup,0.5552181520158466
3779,2021-9-1,Braves,Max Fried,Dodgers,Austin Barnes,3,Ball,Fastball,92.3,2123,17,↓,6,False,"(0, 0)",→,Ball,4-Seam Fastball,0.5929347217682678
3780,2021-9-1,Braves,Max Fried,Dodgers,Austin Barnes,3,Strike,Fastball,93.0,2184,16,↓,2,False,"(1, 0)",→,Called Strike,4-Seam Fastball,0.6096415992747044
3781,2021-9-1,Braves,Max Fried,Dodgers,Austin Barnes,3,Foul,Slider,80.7,2500,44,↓,12,True,"(1, 1)",←,Foul,Slider,0.6862563056314431
3782,2021-9-1,Braves,Max Fried,Dodgers,Austin Barnes,3,Ball,Curveball,73.8,2700,66,↓,8,True,"(1, 2)",←,Ball,Curveball,0.7041056730225047
3783,2021-9-1,Braves,Max Fried,Dodgers,Austin Barnes,3,Ball,Fastball,93.6,2131,19,↓,2,False,"(2, 2)",→,Ball,4-Seam Fastball,0.5697735221700058
3784,2021-9-1,Braves,Max Fried,Dodgers,Austin Barnes,3,Contact,Fastball,91.5,2006,21,↓,0,False,"(3, 2)",,"In play, run(s)",4-Seam Fastball,0.5875844719389669
3785,2021-9-1,Braves,Max Fried,Dodgers,Max Scherzer,3,Ball,Fastball,93.7,1951,20,↓,4,False,"(0, 0)",→,Ball,4-Seam Fastball,0.5618066251318984
3786,2021-9-1,Braves,Max Fried,Dodgers,Max Scherzer,3,Contact,Fastball,94.8,2178,16,↓,3,False,"(1, 0)",→,"In play, out(s)",4-Seam Fastball,0.593950520714086
3787,2021-9-1,Braves,Max Fried,Dodgers,Trea Turner,3,Strike,Curveball,72.9,2580,64,↓,7,True,"(0, 0)",←,Swinging Strike,Curveball,0.7047857734502262
3788,2021-9-1,Braves,Max Fried,Dodgers,Trea Turner,3,Contact,Fastball,93.4,2107,20,↓,1,True,"(0, 1)",←,"In play, out(s)",4-Seam Fastball,0.571359313196544
3789,2021-9-1,Braves,Max Fried,Dodgers,Max Muncy,3,Strike,Fastball,95.8,2227,15,↓,3,False,"(0, 0)",→,Called Strike,4-Seam Fastball,0.6140846982322857
3790,2021-9-1,Braves,Max Fried,Dodgers,Max Muncy,3,Ball,Fastball,95.2,2144,16,↓,1,False,"(0, 1)",→,Ball,4-Seam Fastball,0.5909723900612937
3791,2021-9-1,Braves,Max Fried,Dodgers,Max Muncy,3,Contact,Curveball,74.2,2533,66,↓,5,True,"(1, 1)",←,"In play, no out",Curveball,0.7003248163702519
3792,2021-9-1,Braves,Max Fried,Dodgers,Mookie Betts,3,Ball,Fastball,94.7,2067,20,↓,5,False,"(0, 0)",→,Ball,4-Seam Fastball,0.5656249148137401
3793,2021-9-1,Braves,Max Fried,Dodgers,Mookie Betts,3,Strike,Slider,85.7,2243,37,↓,7,True,"(1, 0)",←,Swinging Strike,Slider,0.6689719439879347
3794,2021-9-1,Braves,Max Fried,Dodgers,Mookie Betts,3,Foul,Slider,84.2,2247,39,↓,9,True,"(1, 1)",←,Foul,Slider,0.6797650718786599
3795,2021-9-1,Braves,Max Fried,Dodgers,Mookie Betts,3,Strike,Fastball,96.3,2256,15,↓,3,False,"(1, 2)",→,Called Strike,4-Seam Fastball,0.614752248714021
3796,2021-9-1,Braves,Max Scherzer,Dodgers,Dansby Swanson,4,Strike,Fastball,92.4,2355,16,↓,17,True,"(0, 0)",←,Called Strike,4-Seam Fastball,0.6664090457478639
